GAME_ID,game_number,H_A,team_name,player_id,person_id,name,birthdate,birthdate_year,jersey_number,position_str,shots,shots_on,goals,assists,EVprimarypoints,primarypoints,plusminus,hits,pim,EV_G,EV_A1,EV_A2,PP_G,PP_A1,PP_A2,SH_G,SH_A1,SH_A2,EV_GF,EV_GA,EV_GF%,faceoff_wins,faceoff_attempts
1018604,1,H,Edmonton Oil Kings,28932,9374,Carter Kowalyk,0,0,2,LD,0,0,0,0,0.0,0.0,-1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1018604,1,H,Edmonton Oil Kings,28766,9135,Ethan Peters,2003-04-22 00:00:00,2003,7,RD,0,0,0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0
1018604,1,H,Edmonton Oil Kings,28842,9250,Braeden Wynne,0,0,8,RD,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0,0
1018604,1,H,Edmonton Oil Kings,28125,8402,Carson Golder,2002-10-29 00:00:00,2002,9,LW,3,3,0,1,1.0,1.0,+1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0
1018604,1,H,Edmonton Oil Kings,28844,9252,John Szabo,0,0,12,C,1,1,0,0,0.0,0.0,-1,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,10
1018604,1,H,Edmonton Oil Kings,29204,9703,Marshall Finnie,0,0,14,C,2,2,0,0,0.0,0.0,-1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1018604,1,H,Edmonton Oil Kings,28741,9108,Cole Miller,0,0,15,C,3,3,1,0,0.0,1.0,-1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5,14
1018604,1,H,Edmonton Oil Kings,29075,9559,Gavin Hodnett,0,0,17,C,0,0,0,0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,5
1018604,1,H,Edmonton Oil Kings,29154,9652,Luca Hauf,0,0,18,LW,0,0,0,0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3,3
1018604,1,H,Edmonton Oil Kings,28806,9200,Dawson Seitz,0,0,20,RW,5,5,0,1,0.0,1.0,-1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1018604,1,H,Edmonton Oil Kings,27909,8107,Logan Dowhaniuk,2002-06-20 00:00:00,2002,24,LD,4,4,0,0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1018604,1,H,Edmonton Oil Kings,28845,9253,Ben Wright,0,0,25,LW,1,1,0,0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1018604,1,H,Edmonton Oil Kings,28497,8848,Rhett Melnyk,0,0,27,RW,1,1,0,1,0.0,0.0,+1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,13,23
1018604,1,H,Edmonton Oil Kings,28926,9368,Mason Finley,0,0,29,RW,3,3,1,0,1.0,1.0,+1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1
1018604,1,H,Edmonton Oil Kings,28004,8246,Reed Jacobson,0,0,32,LW,3,3,0,0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2
1018604,1,H,Edmonton Oil Kings,29206,9705,Reid Larson,0,0,37,LD,1,1,0,0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1018604,1,H,Edmonton Oil Kings,28808,9202,Shea Van Olm,2004-03-05 00:00:00,2004,39,LW,2,2,0,0,0.0,0.0,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1018604,1,H,Edmonton Oil Kings,29207,9706,Ethan MacKenzie,0,0,47,LD,1,1,0,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1018604,1,A,Red Deer Rebels,28383,8704,Blake Gustafson,2002-05-21 00:00:00,2002,3,D,3,3,0,0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1018604,1,A,Red Deer Rebels,28390,8711,Hunter Mayo,2004-05-07 00:00:00,2004,5,D,2,2,2,1,1.0,2.0,+3,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0,0
1018604,1,A,Red Deer Rebels,28717,9068,Matteo Fabrizi,2005-03-23 00:00:00,2005,6,D,1,1,0,0,0.0,0.0,+1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0
1018604,1,A,Red Deer Rebels,29234,9734,Vojtech Port,0,0,7,RD,0,0,0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1018604,1,A,Red Deer Rebels,28388,8709,Jace Weir,2004-05-21 00:00:00,2004,8,D,1,1,0,0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1018604,1,A,Red Deer Rebels,29098,9582,Frantisek Formanek,2004-05-06 00:00:00,2004,10,RW,1,1,0,0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2
1018604,1,A,Red Deer Rebels,28170,8448,Craig Armstrong,2003-06-05 00:00:00,2003,11,RW,5,5,0,0,0.0,0.0,+1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,2
1018604,1,A,Red Deer Rebels,28768,9138,Kalan Lind,2005-01-25 00:00:00,2005,13,C,4,4,0,0,0.0,0.0,+1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7,12
1018604,1,A,Red Deer Rebels,28386,8707,Carter Anderson,2004-08-01 00:00:00,2004,16,C,5,5,1,0,1.0,1.0,+1,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.6666666666666666,0,0
1018604,1,A,Red Deer Rebels,29009,9488,Ollie Josephson,2006-07-22 00:00:00,2006,17,C,1,1,0,1,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,8,14
1018604,1,A,Red Deer Rebels,28128,8406,Jace Isley,2002-07-14 00:00:00,2002,18,LW,2,2,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,2
1018604,1,A,Red Deer Rebels,28148,8426,Kai Uchacz,2003-06-24 00:00:00,2003,19,C,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,13,22
1018604,1,A,Red Deer Rebels,28856,9264,Arjun Bawa,2005-05-10 00:00:00,2005,20,LW,0,0,0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1018604,1,A,Red Deer Rebels,29244,9744,Escalus Burlock,0,0,21,RW,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1018604,1,A,Red Deer Rebels,28449,8792,Jhett Larson,2004-02-03 00:00:00,2004,23,RW,4,4,2,1,1.0,2.0,+1,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,2,3
1018604,1,A,Red Deer Rebels,28857,9265,Talon Brigley,2005-02-16 00:00:00,2005,26,RW,3,3,0,2,1.0,1.0,+2,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0,1
1018604,1,A,Red Deer Rebels,29246,9746,Quentin Bourne,2006-03-04 00:00:00,2006,28,D,1,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1018604,1,A,Red Deer Rebels,27848,8043,Tanner Brown,2002-10-24 00:00:00,2002,29,D,3,3,0,3,0.0,2.0,+3,0,0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0,0
1018605,2,H,Kamloops Blazers,28047,8324,Logan Bairos,2003-01-11 00:00:00,2003,2,LD,1,1,0,0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1018605,2,H,Kamloops Blazers,28933,9375,Rylan Pearce,0,0,3,D,0,0,0,0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1018605,2,H,Kamloops Blazers,29141,9638,Aapo Sarell,2003-07-31 00:00:00,2003,6,D,4,4,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1018605,2,H,Kamloops Blazers,28687,9038,Kaden Hammell,2005-03-12 00:00:00,2005,7,RD,4,4,0,0,0.0,0.0,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0
1018605,2,H,Kamloops Blazers,28721,9072,Emmitt Finnie,2005-06-27 00:00:00,2005,9,LW,1,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3,5
1018605,2,H,Kamloops Blazers,29140,9637,Conner Radke,0,0,10,RW,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2,4
1018605,2,H,Kamloops Blazers,28711,9062,Ryan Michael,2005-02-05 00:00:00,2005,12,D,2,2,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1018605,2,H,Kamloops Blazers,28692,9043,Luke Korte,0,0,14,LW,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,2
1018605,2,H,Kamloops Blazers,28467,8810,Connor Levis,2004-10-05 00:00:00,2004,15,RW,2,2,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1018605,2,H,Kamloops Blazers,28951,9394,Nathan MacPherson-Ridgewell,2004-04-13 00:00:00,2004,17,LW,1,1,0,0,0.0,0.0,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0
1018605,2,H,Kamloops Blazers,28979,9458,Harrison Brunicke,2006-05-08 00:00:00,2006,18,D,0,0,0,0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1018605,2,H,Kamloops Blazers,28804,9198,Dylan Sydor,2003-04-07 00:00:00,2003,23,RW,3,3,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1018605,2,H,Kamloops Blazers,27976,8218,Ethan Brandwood,2002-05-09 00:00:00,2002,24,RD,1,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1018605,2,H,Kamloops Blazers,29056,9535,Ashton Tait,0,0,25,C,0,0,0,0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,12
1018605,2,H,Kamloops Blazers,29169,9667,Nathan Behm,0,0,27,C,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1018605,2,H,Kamloops Blazers,27873,8070,Drew Englot,2002-10-26 00:00:00,2002,32,C,3,3,0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,15,24
1018605,2,H,Kamloops Blazers,28176,8454,Ashton Ferster,2003-05-17 00:00:00,2003,33,RW,2,2,0,0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1018605,2,H,Kamloops Blazers,27862,8059,Ethan Rowland,0,0,34,C,0,0,0,0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,21
1018605,2,A,Portland Winterhawks,28847,9255,Josh Mori,2004-03-27 00:00:00,2004,2,D,2,2,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1018605,2,A,Portland Winterhawks,28114,8391,Robbie Fromm-Delorme,2002-03-02 00:00:00,2002,11,RW,1,1,0,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,2,2
1018605,2,A,Portland Winterhawks,28117,8394,Gabe Klassen,2003-06-30 00:00:00,2003,16,C,8,8,2,0,1.0,2.0,+1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11,19
1018605,2,A,Portland Winterhawks,28318,8639,Kyle Chyzowski,2004-08-16 00:00:00,2004,19,C,2,2,0,1,1.0,1.0,+1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0
1018605,2,A,Portland Winterhawks,28850,9258,Aiden Sotas,0,0,20,C,0,0,0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1018605,2,A,Portland Winterhawks,28320,8641,Jonah Bevington,0,0,21,LW,0,0,0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,2
1018605,2,A,Portland Winterhawks,28851,9259,Josh Zakreski,2005-12-17 00:00:00,2005,28,LW,4,4,0,0,0.0,0.0,+1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1
1018605,2,A,Portland Winterhawks,28324,8645,Ryder Thompson,2004-06-18 00:00:00,2004,43,D,2,2,0,1,0.0,0.0,+1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0
1018605,2,A,Portland Winterhawks,28118,8395,Kurtis Smythe,2002-05-03 00:00:00,2002,47,D,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1018605,2,A,Portland Winterhawks,28849,9257,Carter Sotheran,2005-06-26 00:00:00,2005,59,D,2,2,0,0,0.0,0.0,+1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0
1018605,2,A,Portland Winterhawks,28321,8642,Dawson Pasternak,2003-04-06 00:00:00,2003,67,RW,2,2,0,0,0.0,0.0,+1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0
1018605,2,A,Portland Winterhawks,28763,9132,Marcus Nguyen,2004-08-02 00:00:00,2004,72,RW,4,4,1,0,1.0,1.0,+1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0
1018605,2,A,Portland Winterhawks,28760,9129,Luca Cagnoni,2004-12-21 00:00:00,2004,73,D,4,4,0,0,0.0,0.0,+2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0,0
1018605,2,A,Portland Winterhawks,28815,9213,Luke Schelter,2004-04-06 00:00:00,2004,77,RW,2,2,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2,6
1018605,2,A,Portland Winterhawks,29006,9485,Diego Buttazzoni,2006-01-13 00:00:00,2006,90,C,1,1,0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7,15
1018605,2,A,Portland Winterhawks,29258,9758,Alex Thompson,2006-01-16 00:00:00,2006,91,D,2,2,0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1018605,2,A,Portland Winterhawks,28323,8644,Jack O'Brien,2003-05-14 00:00:00,2003,92,C,1,1,0,2,1.0,2.0,+1,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11,18
1018605,2,A,Portland Winterhawks,29099,9583,Nicholas Johnson,2005-01-20 00:00:00,2005,93,C,1,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3,5
1018606,3,H,Prince Albert Raiders,28454,8797,Eric Johnston,2004-02-18 00:00:00,2004,3,D,1,1,0,0,0.0,0.0,-3,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0
1018606,3,H,Prince Albert Raiders,28778,9148,Tayem Gislason,0,0,5,D,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1018606,3,H,Prince Albert Raiders,29148,9645,Justice Christensen,2005-08-30 00:00:00,2005,7,D,1,1,0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1018606,3,H,Prince Albert Raiders,28051,8328,Trevor Thurston,0,0,8,D,4,4,1,0,1.0,1.0,-3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0
1018606,3,H,Prince Albert Raiders,28536,8887,Terrell Goldsmith,2005-05-13 00:00:00,2005,10,D,1,1,1,0,0.0,1.0,-1,0,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1018606,3,H,Prince Albert Raiders,28825,9233,Hayden Pakkala,2004-01-28 00:00:00,2004,11,C,2,2,0,0,0.0,0.0,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,14
1018606,3,H,Prince Albert Raiders,28968,9423,Vladislav Shilo,2003-03-14 00:00:00,2003,15,C,2,2,0,0,0.0,0.0,-1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8,13
1018606,3,H,Prince Albert Raiders,29053,9532,Cole Peardon,2006-03-26 00:00:00,2006,16,C,1,1,0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2,4
1018606,3,H,Prince Albert Raiders,28391,8712,Keaton Sorensen,2002-01-26 00:00:00,2002,20,C,0,0,0,0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2,3
1018606,3,H,Prince Albert Raiders,29150,9647,Ryder Ritchie,2006-08-03 00:00:00,2006,21,LW,3,3,0,0,0.0,0.0,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1018606,3,H,Prince Albert Raiders,27992,8234,Evan Herman,2002-03-22 00:00:00,2002,22,C,2,2,0,1,0.0,0.0,-3,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,13,22
1018606,3,H,Prince Albert Raiders,28298,8618,Sloan Stanick,2003-08-01 00:00:00,2003,23,LW,1,1,0,2,0.0,1.0,-2,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0
1018606,3,H,Prince Albert Raiders,28403,8724,Niall Crocker,2004-07-31 00:00:00,2004,24,RW,3,3,0,0,0.0,0.0,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0
1018606,3,H,Prince Albert Raiders,28807,9201,Dallyn Peekeekoot,0,0,26,RW,1,1,0,0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1018606,3,H,Prince Albert Raiders,28891,9331,Jesiah Bennett,0,0,27,RW,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1018606,3,H,Prince Albert Raiders,29149,9646,Grady Martin,2006-04-26 00:00:00,2006,28,C,1,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1018606,3,H,Prince Albert Raiders,28914,9356,Harrison Lodewyk,2005-03-01 00:00:00,2005,29,RW,0,0,0,1,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,3
1018606,3,H,Prince Albert Raiders,28453,8796,Tre Fouquette,0,0,32,D,0,0,0,0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
